10041990;A017;01/07/2019 07:49:00;01/07/2019 11:10:00
10042975;A017;09/07/2019 07:05:00;09/07/2019 09:36:00
10043622;A017;16/07/2019 10:43:00;16/07/2019 13:48:00
10044585;A017;20/07/2019 08:04:00;20/07/2019 09:40:00
10045540;A017;27/07/2019 10:38:00;27/07/2019 11:14:00
10046009;A017;27/07/2019 15:27:00;27/07/2019 18:25:00
10046194;A017;30/07/2019 15:05:00;30/07/2019 15:24:00
10046782;A019;03/07/2019 16:40:00;03/07/2019 18:32:00
10047413;A019;07/07/2019 07:27:00;07/07/2019 08:18:00
10048207;A019;08/07/2019 07:01:00;08/07/2019 09:31:00
10049405;A019;13/07/2019 07:54:00;13/07/2019 11:19:00
10049647;A019;13/07/2019 14:23:00;13/07/2019 14:59:00
10050035;A019;15/07/2019 07:47:00;15/07/2019 08:38:00
10051118;A019;18/07/2019 17:15:00;18/07/2019 17:54:00
10051551;A019;19/07/2019 08:42:00;19/07/2019 11:05:00
10052263;A019;22/07/2019 10:48:00;22/07/2019 12:56:00
10052429;A019;24/07/2019 07:29:00;24/07/2019 08:51:00
10052570;A019;26/07/2019 11:42:00;26/07/2019 13:29:00
10053447;A019;27/07/2019 12:11:00;27/07/2019 13:34:00
10054262;A019;28/07/2019 15:46:00;28/07/2019 19:15:00
10055237;A019;30/07/2019 07:04:00;30/07/2019 09:27:00
10056677;A023;03/07/2019 16:59:00;03/07/2019 20:04:00
10056776;A023;04/07/2019 07:57:00;04/07/2019 10:35:00
10057614;A023;08/07/2019 07:57:00;08/07/2019 09:05:00
10057742;A023;10/07/2019 07:37:00;10/07/2019 07:55:00
10058055;A023;13/07/2019 07:45:00;13/07/2019 10:53:00
10059065;A023;14/07/2019 07:22:00;14/07/2019 09:43:00
10060125;A023;20/07/2019 07:21:00;20/07/2019 08:44:00
10061269;A023;23/07/2019 18:41:00;23/07/2019 20:33:00
10061492;A023;29/07/2019 07:03:00;29/07/2019 09:55:00
10062674;A023;29/07/2019 14:59:00;29/07/2019 16:00:00
10063303;A025;04/07/2019 07:31:00;04/07/2019 10:53:00
10064509;A025;06/07/2019 07:02:00;06/07/2019 08:42:00
10064909;A025;09/07/2019 11:54:00;09/07/2019 15:18:00
10065257;A025;15/07/2019 07:29:00;15/07/2019 10:40:00
10065328;A025;16/07/2019 11:05:00;16/07/2019 11:21:00
10066320;A025;22/07/2019 07:32:00;22/07/2019 07:58:00
10066820;A025;28/07/2019 07:05:00;28/07/2019 10:31:00
10067819;A025;02/08/2019 08:07:00;02/08/2019 09:58:00
10068108;A025;08/08/2019 07:59:00;08/08/2019 09:26:00
10069537;A025;10/08/2019 07:49:00;10/08/2019 11:14:00
10070779;A027;01/07/2019 07:40:00;01/07/2019 08:45:00
10071675;A027;04/07/2019 11:20:00;04/07/2019 12:07:00
10072171;A027;08/07/2019 07:27:00;08/07/2019 10:42:00
10072800;A027;09/07/2019 07:05:00;09/07/2019 10:19:00
10072845;A027;12/07/2019 14:47:00;12/07/2019 18:18:00
10073568;A027;14/07/2019 15:52:00;14/07/2019 18:59:00
10073691;A027;20/07/2019 07:29:00;20/07/2019 07:54:00
10074600;A027;22/07/2019 09:23:00;22/07/2019 12:23:00
10074660;A027;27/07/2019 07:50:00;27/07/2019 09:35:00
10075850;A027;29/07/2019 07:09:00;29/07/2019 07:36:00
10076335;A027;30/07/2019 16:10:00;30/07/2019 19:48:00
10076693;A030;07/07/2019 18:08:00;07/07/2019 19:05:00
10076798;A030;11/07/2019 16:42:00;11/07/2019 20:14:00
10077555;A030;15/07/2019 07:14:00;15/07/2019 07:37:00
10077725;A030;22/07/2019 07:17:00;22/07/2019 09:41:00
10078857;A030;30/07/2019 07:08:00;30/07/2019 09:37:00
10079540;A030;30/07/2019 16:39:00;30/07/2019 17:32:00
10080095;A030;31/07/2019 07:36:00;31/07/2019 10:43:00
10080318;A030;06/08/2019 07:05:00;06/08/2019 08:49:00
10080631;A031;04/07/2019 13:38:00;04/07/2019 16:17:00
10081732;A031;09/07/2019 07:03:00;09/07/2019 09:18:00
10082096;A031;14/07/2019 07:12:00;14/07/2019 07:52:00
10082344;A031;15/07/2019 07:50:00;15/07/2019 10:59:00
10083101;A031;17/07/2019 07:49:00;17/07/2019 10:33:00
10084256;A031;20/07/2019 14:06:00;20/07/2019 14:33:00
10085205;A031;20/07/2019 15:27:00;20/07/2019 16:33:00
10085725;A031;23/07/2019 07:41:00;23/07/2019 09:17:00
10086657;A031;23/07/2019 12:36:00;23/07/2019 14:40:00
10087497;A031;28/07/2019 08:39:00;28/07/2019 10:52:00
10087864;A031;29/07/2019 07:35:00;29/07/2019 10:27:00
10088184;A031;02/08/2019 07:20:00;02/08/2019 08:26:00
10089455;A031;03/08/2019 07:01:00;03/08/2019 08:00:00
10089916;A032;04/07/2019 11:53:00;04/07/2019 12:23:00
10091077;A032;07/07/2019 07:50:00;07/07/2019 11:22:00
10091567;A032;11/07/2019 07:01:00;11/07/2019 10:03:00
10092648;A032;12/07/2019 10:15:00;12/07/2019 11:38:00
10092816;A032;14/07/2019 11:27:00;14/07/2019 14:16:00
10093768;A032;15/07/2019 13:01:00;15/07/2019 14:18:00
10093939;A032;19/07/2019 07:56:00;19/07/2019 08:21:00
10094643;A032;23/07/2019 16:15:00;23/07/2019 18:21:00
10095399;A032;28/07/2019 08:08:00;28/07/2019 08:39:00
10095988;A032;31/07/2019 11:48:00;31/07/2019 13:40:00
10096753;A032;03/08/2019 07:08:00;03/08/2019 10:15:00
10097305;A032;04/08/2019 07:37:00;04/08/2019 09:33:00
10097737;A032;08/08/2019 07:47:00;08/08/2019 11:00:00
10098713;A032;08/08/2019 16:52:00;08/08/2019 19:32:00
10099046;A035;03/07/2019 07:12:00;03/07/2019 09:21:00
10099876;A035;05/07/2019 07:10:00;05/07/2019 09:06:00
10100407;A035;05/07/2019 15:23:00;05/07/2019 16:00:00
10101062;A035;08/07/2019 07:56:00;08/07/2019 11:19:00
10101357;A035;13/07/2019 07:57:00;13/07/2019 10:00:00
10101706;A035;16/07/2019 08:06:00;16/07/2019 11:21:00
10102781;A035;17/07/2019 07:37:00;17/07/2019 09:01:00
10102894;A035;21/07/2019 07:02:00;21/07/2019 08:56:00
10104005;A035;23/07/2019 07:18:00;23/07/2019 08:25:00
10104659;A035;25/07/2019 10:30:00;25/07/2019 12:12:00
10105291;A035;29/07/2019 12:47:00;29/07/2019 14:10:00
10105961;A035;31/07/2019 07:29:00;31/07/2019 08:21:00
10106101;A037;04/07/2019 16:36:00;04/07/2019 17:55:00
10106437;A037;07/07/2019 07:46:00;07/07/2019 08:50:00
10106878;A037;09/07/2019 11:34:00;09/07/2019 14:48:00
10107483;A037;13/07/2019 07:17:00;13/07/2019 10:41:00
10108198;A037;15/07/2019 07:16:00;15/07/2019 09:42:00
10109067;A037;18/07/2019 07:47:00;18/07/2019 09:46:00
10109471;A037;21/07/2019 18:14:00;21/07/2019 18:44:00
10109907;A037;22/07/2019 07:56:00;22/07/2019 08:59:00
10110964;A037;25/07/2019 16:32:00;25/07/2019 19:06:00
10111424;A037;29/07/2019 07:39:00;29/07/2019 09:54:00
10112066;A037;01/08/2019 07:39:00;01/08/2019 09:05:00
10113013;A037;05/08/2019 09:18:00;05/08/2019 10:02:00
10113835;A037;10/08/2019 07:13:00;10/08/2019 10:33:00
10114920;A041;01/07/2019 10:18:00;01/07/2019 11:15:00
10115805;A041;05/07/2019 07:28:00;05/07/2019 10:40:00
10116567;A041;06/07/2019 07:32:00;06/07/2019 09:57:00
10117191;A041;11/07/2019 09:39:00;11/07/2019 12:49:00
10118147;A041;15/07/2019 07:37:00;15/07/2019 10:17:00
10119226;A041;20/07/2019 07:20:00;20/07/2019 07:50:00
10119540;A041;25/07/2019 07:49:00;25/07/2019 09:58:00
10119978;A041;30/07/2019 07:54:00;30/07/2019 09:08:00
10120865;A041;31/07/2019 07:17:00;31/07/2019 09:30:00
10121133;A041;04/08/2019 07:11:00;04/08/2019 09:08:00
10121534;A043;04/07/2019 07:48:00;04/07/2019 08:13:00
10121855;A043;04/07/2019 09:16:00;04/07/2019 12:44:00
10123259;A043;08/07/2019 07:28:00;08/07/2019 10:20:00
10124054;A043;11/07/2019 15:26:00;11/07/2019 16:54:00
10124229;A043;16/07/2019 07:01:00;16/07/2019 08:43:00
10124629;A043;21/07/2019 07:35:00;21/07/2019 10:42:00
10125049;A043;24/07/2019 07:04:00;24/07/2019 09:57:00
10125317;A043;25/07/2019 07:04:00;25/07/2019 07:44:00
10126483;A043;27/07/2019 07:42:00;27/07/2019 11:04:00
10127431;A043;30/07/2019 07:17:00;30/07/2019 08:31:00
10128118;A043;02/08/2019 08:20:00;02/08/2019 09:03:00
10128747;A043;03/08/2019 07:21:00;03/08/2019 08:28:00
10129376;A044;06/07/2019 17:14:00;06/07/2019 19:38:00
10129603;A044;10/07/2019 07:56:00;10/07/2019 10:59:00
10130203;A044;18/07/2019 07:39:00;18/07/2019 10:53:00
10130270;A044;22/07/2019 07:52:00;22/07/2019 10:35:00
10130682;A044;28/07/2019 11:03:00;28/07/2019 11:33:00
10131148;A044;29/07/2019 07:45:00;29/07/2019 08:53:00
10131324;A044;02/08/2019 07:56:00;02/08/2019 11:19:00
10131707;A044;08/08/2019 07:56:00;08/08/2019 08:16:00
10131793;A048;05/07/2019 07:07:00;05/07/2019 09:58:00
10132665;A048;07/07/2019 07:32:00;07/07/2019 07:47:00
10133516;A048;08/07/2019 17:34:00;08/07/2019 19:42:00
10134589;A048;10/07/2019 07:07:00;10/07/2019 09:21:00
10134665;A048;13/07/2019 07:10:00;13/07/2019 09:04:00
10135433;A048;14/07/2019 16:03:00;14/07/2019 17:26:00
10135821;A048;18/07/2019 09:38:00;18/07/2019 13:14:00
10136075;A048;23/07/2019 07:16:00;23/07/2019 10:36:00
10137116;A049;07/07/2019 07:32:00;07/07/2019 10:23:00
10137392;A049;13/07/2019 08:50:00;13/07/2019 10:04:00
10137632;A049;20/07/2019 07:36:00;20/07/2019 08:15:00
10138642;A049;24/07/2019 07:19:00;24/07/2019 08:24:00
10139578;A049;31/07/2019 12:48:00;31/07/2019 16:09:00
10139661;A049;06/08/2019 16:22:00;06/08/2019 18:25:00
10140362;A051;04/07/2019 07:46:00;04/07/2019 08:40:00
10141407;A051;08/07/2019 07:52:00;08/07/2019 09:16:00
10142424;A051;11/07/2019 07:43:00;11/07/2019 08:55:00
10143226;A051;13/07/2019 07:37:00;13/07/2019 10:43:00
10143321;A051;17/07/2019 07:41:00;17/07/2019 10:39:00
10143714;A051;19/07/2019 08:45:00;19/07/2019 12:13:00
10143856;A051;19/07/2019 13:16:00;19/07/2019 14:21:00
10144138;A051;24/07/2019 07:22:00;24/07/2019 10:11:00
10144479;A051;25/07/2019 07:14:00;25/07/2019 10:27:00
10145222;A051;28/07/2019 08:11:00;28/07/2019 10:05:00
10145670;A051;30/07/2019 07:12:00;30/07/2019 10:16:00
10146592;A051;03/08/2019 15:43:00;03/08/2019 17:41:00
10147250;A051;06/08/2019 14:01:00;06/08/2019 17:21:00
10148089;A051;10/08/2019 07:36:00;10/08/2019 09:58:00
10148575;A051;10/08/2019 13:07:00;10/08/2019 15:38:00
10149164;A053;03/07/2019 13:12:00;03/07/2019 13:52:00
10149334;A053;06/07/2019 15:42:00;06/07/2019 18:40:00
10150108;A053;10/07/2019 07:22:00;10/07/2019 10:50:00
10150979;A053;15/07/2019 07:27:00;15/07/2019 09:11:00
10151915;A053;20/07/2019 07:25:00;20/07/2019 09:14:00
10153156;A053;27/07/2019 07:47:00;27/07/2019 10:44:00
10153968;A053;27/07/2019 13:07:00;27/07/2019 13:24:00
10154336;A053;02/08/2019 07:38:00;02/08/2019 08:53:00
10155357;A053;07/08/2019 11:32:00;07/08/2019 11:55:00
10155951;A053;09/08/2019 07:36:00;09/08/2019 09:58:00
10156841;A055;01/07/2019 08:46:00;01/07/2019 11:38:00
10157253;A055;03/07/2019 14:04:00;03/07/2019 14:41:00
10157696;A055;03/07/2019 16:04:00;03/07/2019 19:21:00
10157841;A055;05/07/2019 07:13:00;05/07/2019 08:49:00
10158985;A055;08/07/2019 15:57:00;08/07/2019 17:42:00
10159300;A055;09/07/2019 13:54:00;09/07/2019 17:29:00
10159558;A055;12/07/2019 10:53:00;12/07/2019 14:19:00
10160363;A055;15/07/2019 10:33:00;15/07/2019 12:01:00
10160537;A055;17/07/2019 17:19:00;17/07/2019 20:22:00
10160822;A055;21/07/2019 07:49:00;21/07/2019 10:39:00
10161400;A055;22/07/2019 17:20:00;22/07/2019 18:41:00
10162573;A055;26/07/2019 07:33:00;26/07/2019 08:59:00
10162744;A055;30/07/2019 14:36:00;30/07/2019 18:10:00
10163827;A055;03/08/2019 09:54:00;03/08/2019 12:48:00
10164043;A055;06/08/2019 18:53:00;06/08/2019 21:31:00
10165117;A058;03/07/2019 16:06:00;03/07/2019 19:08:00
10166340;A058;08/07/2019 07:52:00;08/07/2019 11:22:00
10167160;A058;13/07/2019 10:37:00;13/07/2019 12:22:00
10168694;A058;15/07/2019 15:45:00;15/07/2019 17:23:00
10169526;A058;20/07/2019 14:04:00;20/07/2019 15:16:00
10169765;A058;22/07/2019 07:24:00;22/07/2019 08:06:00
10170934;A058;22/07/2019 09:28:00;22/07/2019 09:57:00
10172163;A058;27/07/2019 07:39:00;27/07/2019 08:12:00
10172969;A058;28/07/2019 10:15:00;28/07/2019 10:30:00
10173161;A058;01/08/2019 08:43:00;01/08/2019 09:30:00
10173941;A058;06/08/2019 07:07:00;06/08/2019 09:36:00
10174273;A058;10/08/2019 08:56:00;10/08/2019 10:11:00
10174556;A058;14/08/2019 10:13:00;14/08/2019 13:34:00
10174635;A060;03/07/2019 09:48:00;03/07/2019 13:23:00
10174694;A060;10/07/2019 07:32:00;10/07/2019 09:44:00
10175819;A060;10/07/2019 11:04:00;10/07/2019 11:48:00
10176509;A060;13/07/2019 18:52:00;13/07/2019 21:59:00
10177593;A060;19/07/2019 07:58:00;19/07/2019 08:35:00
10178760;A060;23/07/2019 11:22:00;23/07/2019 14:06:00
10179249;A060;28/07/2019 07:25:00;28/07/2019 10:55:00
10179989;A060;30/07/2019 07:05:00;30/07/2019 08:18:00
10180493;A060;03/08/2019 07:58:00;03/08/2019 10:46:00
10180869;A061;10/07/2019 07:38:00;10/07/2019 09:29:00
10181454;A061;12/07/2019 10:45:00;12/07/2019 13:35:00
10182943;A061;19/07/2019 10:26:00;19/07/2019 13:13:00
10183445;A061;21/07/2019 07:34:00;21/07/2019 08:58:00
10184277;A061;30/07/2019 14:19:00;30/07/2019 16:51:00
10184485;A061;06/08/2019 07:25:00;06/08/2019 08:47:00
10185344;A061;15/08/2019 08:15:00;15/08/2019 10:18:00
10185666;A062;04/07/2019 11:44:00;04/07/2019 14:47:00
10185808;A062;06/07/2019 07:38:00;06/07/2019 08:23:00
10186041;A062;10/07/2019 07:09:00;10/07/2019 08:41:00
10187101;A062;14/07/2019 11:40:00;14/07/2019 14:37:00
10188061;A062;15/07/2019 09:57:00;15/07/2019 11:47:00
10189111;A062;18/07/2019 14:38:00;18/07/2019 18:07:00
10190076;A062;20/07/2019 14:31:00;20/07/2019 15:33:00
10190965;A062;23/07/2019 11:08:00;23/07/2019 13:32:00
10191263;A062;28/07/2019 09:11:00;28/07/2019 11:05:00
10191833;A062;31/07/2019 09:04:00;31/07/2019 10:18:00
10192268;A062;04/08/2019 08:20:00;04/08/2019 11:05:00
10193068;A062;05/08/2019 18:26:00;05/08/2019 21:19:00
10193692;A062;10/08/2019 13:52:00;10/08/2019 15:37:00
10194231;A066;01/07/2019 07:43:00;01/07/2019 09:57:00
10194782;A066;04/07/2019 07:44:00;04/07/2019 09:10:00
10195536;A066;07/07/2019 07:47:00;07/07/2019 09:18:00
10196904;A066;11/07/2019 07:06:00;11/07/2019 08:08:00
10197164;A066;12/07/2019 07:16:00;12/07/2019 09:28:00
10197921;A066;13/07/2019 07:58:00;13/07/2019 08:52:00
10198886;A066;15/07/2019 07:35:00;15/07/2019 10:05:00
10199097;A066;16/07/2019 07:01:00;16/07/2019 07:33:00
10199368;A066;16/07/2019 12:56:00;16/07/2019 13:23:00
10199701;A066;21/07/2019 10:21:00;21/07/2019 12:56:00
10200012;A066;25/07/2019 07:04:00;25/07/2019 09:02:00
10200296;A066;29/07/2019 11:12:00;29/07/2019 12:04:00
10201222;A069;01/07/2019 14:25:00;01/07/2019 15:06:00
10202242;A069;06/07/2019 12:15:00;06/07/2019 15:51:00
10203344;A069;09/07/2019 14:07:00;09/07/2019 14:42:00
10203782;A069;12/07/2019 11:28:00;12/07/2019 14:24:00
10203928;A069;16/07/2019 07:23:00;16/07/2019 09:20:00
10204946;A069;17/07/2019 07:40:00;17/07/2019 10:55:00
10205938;A069;22/07/2019 07:19:00;22/07/2019 09:15:00
10206638;A069;24/07/2019 17:56:00;24/07/2019 19:10:00
10207194;A069;28/07/2019 07:40:00;28/07/2019 10:15:00
10207952;A069;28/07/2019 12:43:00;28/07/2019 15:25:00
10208003;A069;30/07/2019 16:18:00;30/07/2019 17:52:00
10208600;A069;01/08/2019 10:26:00;01/08/2019 10:56:00
10209283;A069;04/08/2019 07:06:00;04/08/2019 09:40:00
10209473;A071;04/07/2019 14:53:00;04/07/2019 18:24:00
10210482;A071;08/07/2019 07:15:00;08/07/2019 09:46:00
10211132;A071;08/07/2019 18:17:00;08/07/2019 21:00:00
10212323;A071;12/07/2019 07:00:00;12/07/2019 09:09:00
10212401;A071;14/07/2019 07:54:00;14/07/2019 09:55:00
10212420;A071;19/07/2019 07:11:00;19/07/2019 10:16:00
10212692;A071;22/07/2019 07:19:00;22/07/2019 08:35:00
10213008;A071;26/07/2019 10:32:00;26/07/2019 12:04:00
10213053;A071;27/07/2019 16:47:00;27/07/2019 18:23:00
10213666;A074;04/07/2019 07:34:00;04/07/2019 09:22:00
10214461;A074;06/07/2019 07:03:00;06/07/2019 07:34:00
10214677;A074;13/07/2019 12:23:00;13/07/2019 15:08:00
10215526;A074;19/07/2019 09:50:00;19/07/2019 10:11:00
10216022;A074;24/07/2019 07:42:00;24/07/2019 10:42:00
10216430;A074;26/07/2019 15:57:00;26/07/2019 19:29:00
10216744;A074;28/07/2019 07:40:00;28/07/2019 09:52:00
10217084;A074;31/07/2019 11:45:00;31/07/2019 14:50:00
10217151;A074;03/08/2019 07:38:00;03/08/2019 09:29:00
10217413;A077;03/07/2019 12:38:00;03/07/2019 16:06:00
10218245;A077;05/07/2019 07:59:00;05/07/2019 10:39:00
10219520;A077;06/07/2019 17:39:00;06/07/2019 18:12:00
10220055;A077;08/07/2019 07:40:00;08/07/2019 10:42:00
10220457;A077;10/07/2019 17:21:00;10/07/2019 18:49:00
10221256;A077;11/07/2019 07:45:00;11/07/2019 08:13:00
10221482;A077;14/07/2019 07:08:00;14/07/2019 08:56:00
10221977;A077;14/07/2019 16:32:00;14/07/2019 17:51:00
10222064;A077;16/07/2019 07:27:00;16/07/2019 09:18:00
10222084;A077;16/07/2019 09:44:00;16/07/2019 12:06:00
10222707;A077;20/07/2019 07:25:00;20/07/2019 09:43:00
10223226;A077;20/07/2019 16:04:00;20/07/2019 16:50:00
10223544;A077;22/07/2019 18:22:00;22/07/2019 21:13:00
10224001;A077;26/07/2019 17:59:00;26/07/2019 19:58:00
10224466;A077;28/07/2019 17:11:00;28/07/2019 19:29:00
10224634;A080;01/07/2019 07:00:00;01/07/2019 10:15:00
10225321;A080;06/07/2019 07:37:00;06/07/2019 09:11:00
10226418;A080;11/07/2019 07:06:00;11/07/2019 09:17:00
10227177;A080;14/07/2019 09:37:00;14/07/2019 12:00:00
10228109;A080;14/07/2019 13:46:00;14/07/2019 14:50:00
10228816;A080;16/07/2019 08:32:00;16/07/2019 10:22:00
10228931;A080;19/07/2019 07:45:00;19/07/2019 08:43:00
10229209;A080;22/07/2019 07:36:00;22/07/2019 08:32:00
10229407;A080;25/07/2019 16:10:00;25/07/2019 17:26:00
10230528;A080;30/07/2019 07:43:00;30/07/2019 11:10:00
10231726;A080;03/08/2019 07:40:00;03/08/2019 10:19:00
10232718;A083;03/07/2019 07:35:00;03/07/2019 08:26:00
10232800;A083;07/07/2019 11:15:00;07/07/2019 13:53:00
10233257;A083;11/07/2019 13:34:00;11/07/2019 13:54:00
10234357;A083;15/07/2019 07:14:00;15/07/2019 09:44:00
10234495;A083;19/07/2019 07:01:00;19/07/2019 10:20:00
10235135;A083;20/07/2019 12:42:00;20/07/2019 16:03:00
10235803;A083;21/07/2019 07:00:00;21/07/2019 08:51:00
10236784;A083;24/07/2019 07:00:00;24/07/2019 09:33:00
10237133;A083;25/07/2019 14:06:00;25/07/2019 14:38:00
10237173;A083;26/07/2019 07:25:00;26/07/2019 09:47:00
10237971;A083;30/07/2019 18:24:00;30/07/2019 21:47:00
10238226;A083;01/08/2019 08:22:00;01/08/2019 11:24:00
10238301;A083;03/08/2019 07:36:00;03/08/2019 10:02:00
10238532;A085;03/07/2019 16:41:00;03/07/2019 20:17:00
10239325;A085;07/07/2019 11:33:00;07/07/2019 13:19:00
10239744;A085;11/07/2019 07:51:00;11/07/2019 09:39:00
10240402;A085;16/07/2019 07:56:00;16/07/2019 10:55:00
10240683;A085;20/07/2019 07:13:00;20/07/2019 09:09:00
10240777;A085;26/07/2019 07:42:00;26/07/2019 09:38:00
10241677;A085;30/07/2019 07:00:00;30/07/2019 09:20:00
10241784;A085;04/08/2019 07:31:00;04/08/2019 09:07:00
10241831;A085;09/08/2019 09:39:00;09/08/2019 12:25:00
10242544;A085;12/08/2019 12:50:00;12/08/2019 13:22:00
10243392;A087;02/07/2019 07:51:00;02/07/2019 10:02:00
10243927;A087;02/07/2019 16:18:00;02/07/2019 18:21:00
10244609;A087;03/07/2019 07:53:00;03/07/2019 09:41:00
10245310;A087;05/07/2019 17:41:00;05/07/2019 21:18:00
10246469;A087;10/07/2019 07:01:00;10/07/2019 08:21:00
10246580;A087;12/07/2019 07:20:00;12/07/2019 08:14:00
10246839;A087;16/07/2019 14:20:00;16/07/2019 14:36:00
10247920;A087;17/07/2019 07:41:00;17/07/2019 09:30:00
10248451;A087;20/07/2019 07:50:00;20/07/2019 10:04:00
10249181;A087;24/07/2019 07:53:00;24/07/2019 10:32:00
10250048;A087;25/07/2019 07:17:00;25/07/2019 08:48:00
10250854;A087;29/07/2019 07:43:00;29/07/2019 09:47:00
10251739;A087;02/08/2019 07:10:00;02/08/2019 08:54:00
10252231;A087;04/08/2019 12:34:00;04/08/2019 14:06:00
10252776;A087;05/08/2019 07:18:00;05/08/2019 07:48:00
10253518;A088;05/07/2019 07:11:00;05/07/2019 10:03:00
10254025;A088;08/07/2019 16:56:00;08/07/2019 20:19:00
10254469;A088;09/07/2019 16:32:00;09/07/2019 19:08:00
10255410;A088;11/07/2019 11:59:00;11/07/2019 12:36:00
10255824;A088;15/07/2019 07:13:00;15/07/2019 10:40:00
10257033;A088;18/07/2019 07:44:00;18/07/2019 10:31:00
10257566;A088;22/07/2019 07:07:00;22/07/2019 09:28:00
10258278;A088;23/07/2019 07:00:00;23/07/2019 09:55:00
